 | 0.503340 | 0.503340 | 0.503338 | 0.503336 | 0.503332 | 0.503327 | 0.503321 | 0.503314 | 0.503306 | 0.503296 | 0.503284 | 0.503270 | 0.503254 | 0.503236 | 0.503216 | 0.503193 | 0.503167 | 0.503138 | 0.503106 | 0.503070 | 0.503030 | 0.502986 | 0.502938 | 0.502885 | 0.502828 | 0.502765 | 0.502698 | 0.502625 | 0.502546 | 0.502461 | 0.502370 | 0.502273 | 0.502169 | 0.502059 | 0.501942 | 0.501818 | 0.501688 | 0.501550 | 0.501405 | 0.501253 | 0.501094 | 0.500928 | 0.500755 | 0.500575 | 0.500387 | 0.500193 | 0.499992 | 0.499784 | 0.499570 | 0.499349 | 0.499122 | 0.498889 | 0.498651 | 0.498406 | 0.498157 | 0.497903 | 0.497644 | 0.497381 | 0.497114 | 0.496844 | 0.496570 | 0.496293 | 0.496013 | 0.495732 | 0.495449 | 0.495164 | 0.494878 | 0.494592 | 0.494306 | 0.494020 | 0.493734 | 0.493450 | 0.493166 | 0.492885 | 0.492606 | 0.492329 | 0.492055 | 0.491784 | 0.491517 | 0.491253 | 0.490994 | 0.490739 | 0.490489 | 0.490244 | 0.490004 | 0.489769 | 0.489540 | 0.489317 | 0.489100 | 0.488889 | 0.488684 | 0.488486 | 0.488294 | 0.488108 | 0.487929 | 0.487757 | 0.487592 | 0.487433 | 0.487281 | 0.487135 | 0.486996 | 0.486864 | 0.486738 | 0.486618 | 0.486505 | 0.486397 | 0.486296 | 0.486201 | 0.486111 | 0.486027 | 0.485949 | 0.485875 | 0.485807 | 0.485744 | 0.485685 | 0.485631 | 0.485581 | 0.485535 | 0.485494 | 0.485456 | 0.485421 | 0.485390 | 0.485362 | 0.485337 | 0.485314 | 0.485294 | 0.485277 | 0.485262 | 0.485248 | 0.485237 | 0.485227 | 0.485219 | 0.485212 | 0.485206 | 0.485202 | 0.485198 | 0.485195 | 0.485193 | 0.485192 | 0.485190 | 0.485190 | 0.485189 | 0.485189 | 0.485189 | 0.485189 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190
 | 0.503343 | 0.503342 | 0.503340 | 0.503338 | 0.503334 | 0.503329 | 0.503323 | 0.503316 | 0.503308 | 0.503298 | 0.503286 | 0.503272 | 0.503256 | 0.503238 | 0.503218 | 0.503195 | 0.503169 | 0.503140 | 0.503107 | 0.503071 | 0.503031 | 0.502988 | 0.502939 | 0.502887 | 0.502829 | 0.502767 | 0.502699 | 0.502626 | 0.502547 | 0.502462 | 0.502371 | 0.502274 | 0.502170 | 0.502060 | 0.501943 | 0.501819 | 0.501688 | 0.501550 | 0.501406 | 0.501254 | 0.501095 | 0.500928 | 0.500755 | 0.500575 | 0.500387 | 0.500193 | 0.499992 | 0.499784 | 0.499569 | 0.499349 | 0.499122 | 0.498889 | 0.498650 | 0.498406 | 0.498157 | 0.497903 | 0.497644 | 0.497381 | 0.497114 | 0.496843 | 0.496569 | 0.496292 | 0.496013 | 0.495731 | 0.495448 | 0.495164 | 0.494878 | 0.494592 | 0.494305 | 0.494019 | 0.493734 | 0.493449 | 0.493166 | 0.492885 | 0.492605 | 0.492328 | 0.492055 | 0.491784 | 0.491517 | 0.491253 | 0.490994 | 0.490739 | 0.490489 | 0.490244 | 0.490004 | 0.489769 | 0.489540 | 0.489317 | 0.489100 | 0.488889 | 0.488684 | 0.488486 | 0.488294 | 0.488108 | 0.487929 | 0.487757 | 0.487592 | 0.487433 | 0.487281 | 0.487135 | 0.486996 | 0.486864 | 0.486738 | 0.486618 | 0.486505 | 0.486398 | 0.486297 | 0.486201 | 0.486112 | 0.486028 | 0.485949 | 0.485876 | 0.485808 | 0.485744 | 0.485686 | 0.485631 | 0.485582 | 0.485536 | 0.485494 | 0.485456 | 0.485422 | 0.485390 | 0.485362 | 0.485337 | 0.485315 | 0.485295 | 0.485277 | 0.485262 | 0.485249 | 0.485237 | 0.485228 | 0.485219 | 0.485213 | 0.485207 | 0.485202 | 0.485199 | 0.485196 | 0.485194 | 0.485192 | 0.485191 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190 | 0.485190
 | 0.503348 | 0.503347 | 0.503346 | 0.503343 | 0.503339 | 0.503335 | 0.503329 | 0.503321 | 0.503313 | 0.503303 | 0.503291 | 0.503277 | 0.503261 | 0.503243 | 0.503222 | 0.503199 | 0.503173 | 0.503144 | 0.503111 | 0.503075 | 0.503035 | 0.502991 | 0.502943 | 0.502890 | 0.502832 | 0.502769 | 0.502701 | 0.502628 | 0.502549 | 0.502464 | 0.502373 | 0.502275 | 0.502172 | 0.502061 | 0.501944 | 0.501820 | 0.501689 | 0.501551 | 0.501406 | 0.501254 | 0.501095 | 0.500929 | 0.500755 | 0.500574 | 0.500387 | 0.500192 | 0.499991 | 0.499783 | 0.499569 | 0.499348 | 0.499121 | 0.498888 | 0.498649 | 0.498405 | 0.498156 | 0.497901 | 0.497643 | 0.497380 | 0.497112 | 0.496842 | 0.496568 | 0.496291 | 0.496012 | 0.495730 | 0.495447 | 0.495162 | 0.494877 | 0.494590 | 0.494304 | 0.494018 | 0.493732 | 0.493448 | 0.493165 | 0.492883 | 0.492604 | 0.492327 | 0.492054 | 0.491783 | 0.491516 | 0.491252 | 0.490993 | 0.490738 | 0.490488 | 0.490243 | 0.490003 | 0.489769 | 0.489540 | 0.489317 | 0.489100 | 0.488889 | 0.488684 | 0.488485 | 0.488294 | 0.488108 | 0.487929 | 0.487757 | 0.487592 | 0.487433 | 0.487281 | 0.487136 | 0.486997 | 0.486864 | 0.486738 | 0.486619 | 0.486506 | 0.486398 | 0.486297 | 0.486202 | 0.486112 | 0.486028 | 0.485950 | 0.485877 | 0.485808 | 0.485745 | 0.485686 | 0.485632 | 0.485582 | 0.485537 | 0.485495 | 0.485457 | 0.485422 | 0.485391 | 0.485363 | 0.485338 | 0.485316 | 0.485296 | 0.485278 | 0.485263 | 0.485250 | 0.485238 | 0.485229 | 0.485220 | 0.485214 | 0.485208 | 0.485203 | 0.485200 | 0.485197 | 0.485195 | 0.485193 | 0.485192 | 0.485191 | 0.485191 | 0.485191 | 0.485191 | 0.485191 | 0.485191 | 0.485191 | 0.485191 | 0.485192 | 0.485192
 | 0.503357 | 0.503356 | 0.503354 | 0.503352 | 0.503348 | 0.503343 | 0.503337 | 0.503330 | 0.503321 | 0.503311 | 0.503298 | 0.503284 | 0.503268 | 0.503250 | 0.503229 | 0.503206 | 0.503180 | 0.503150 | 0.503117 | 0.503081 | 0.503041 | 0.502997 | 0.502948 | 0.502895 | 0.502837 | 0.502774 | 0.502706 | 0.502632 | 0.502553 | 0.502467 | 0.502376 | 0.502278 | 0.502174 | 0.502063 | 0.501946 | 0.501822 | 0.501691 | 0.501553 | 0.501407 | 0.501255 | 0.501096 | 0.500929 | 0.500755 | 0.500574 | 0.500387 | 0.500192 | 0.499991 | 0.499782 | 0.499568 | 0.499347 | 0.499120 | 0.498886 | 0.498648 | 0.498403 | 0.498154 | 0.497900 | 0.497641 | 0.497378 | 0.497110 | 0.496840 | 0.496566 | 0.496289 | 0.496009 | 0.495728 | 0.495445 | 0.495160 | 0.494874 | 0.494588 | 0.494302 | 0.494016 | 0.493730 | 0.493446 | 0.493163 | 0.492882 | 0.492602 | 0.492326 | 0.492052 | 0.491781 | 0.491514 | 0.491251 | 0.490992 | 0.490737 | 0.490487 | 0.490242 | 0.490002 | 0.489768 | 0.489539 | 0.489316 | 0.489099 | 0.488888 | 0.488683 | 0.488485 | 0.488293 | 0.488108 | 0.487930 | 0.487758 | 0.487592 | 0.487434 | 0.487282 | 0.487136 | 0.486997 | 0.486865 | 0.486739 | 0.486620 | 0.486506 | 0.486399 | 0.486298 | 0.486203 | 0.486113 | 0.486030 | 0.485951 | 0.485878 | 0.485810 | 0.485746 | 0.485688 | 0.485634 | 0.485584 | 0.485538 | 0.485497 | 0.485459 | 0.485424 | 0.485393 | 0.485365 | 0.485340 | 0.485317 | 0.485298 | 0.485280 | 0.485265 | 0.485252 | 0.485240 | 0.485231 | 0.485222 | 0.485215 | 0.485210 | 0.485205 | 0.485201 | 0.485199 | 0.485196 | 0.485195 | 0.485194 | 0.485193 | 0.485193 | 0.485193 | 0.485193 | 0.485193 | 0.485193 | 0.485193 | 0.485193 | 0.485193 | 0.485193
 | 0.503368 | 0.503368 | 0.503366 | 0.503363 | 0.503360 | 0.503355 | 0.503348 | 0.503341 | 0.503332 | 0.503321 | 0.503309 | 0.503295 | 0.503279 | 0.503260 | 0.503239 | 0.503215 | 0.503189 | 0.503159 | 0.503126 | 0.503089 | 0.503049 | 0.503004 | 0.502955 | 0.502902 | 0.502844 | 0.502780 | 0.502712 | 0.502637 | 0.502558 | 0.502472 | 0.502380 | 0.502282 | 0.502178 | 0.502067 | 0.501949 | 0.501824 | 0.501693 | 0.501554 | 0.501409 | 0.501256 | 0.501096 | 0.500929 | 0.500755 | 0.500574 | 0.500386 | 0.500191 | 0.499990 | 0.499781 | 0.499566 | 0.499345 | 0.499118 | 0.498885 | 0.498646 | 0.498401 | 0.498152 | 0.497897 | 0.497638 | 0.497375 | 0.497108 | 0.496837 | 0.496563 | 0.496286 | 0.496006 | 0.495725 | 0.495442 | 0.495157 | 0.494871 | 0.494585 | 0.494299 | 0.494013 | 0.493728 | 0.493443 | 0.493160 | 0.492879 | 0.492600 | 0.492323 | 0.492050 | 0.491779 | 0.491512 | 0.491249 | 0.490990 | 0.490735 | 0.490486 | 0.490241 | 0.490001 | 0.489767 | 0.489538 | 0.489315 | 0.489098 | 0.488888 | 0.488683 | 0.488485 | 0.488293 | 0.488108 | 0.487930 | 0.487758 | 0.487593 | 0.487434 | 0.487282 | 0.487137 | 0.486998 | 0.486866 | 0.486740 | 0.486621 | 0.486508 | 0.486401 | 0.486300 | 0.486205 | 0.486115 | 0.486031 | 0.485953 | 0.485880 | 0.485812 | 0.485748 | 0.485690 | 0.485636 | 0.485586 | 0.485541 | 0.485499 | 0.485461 | 0.485426 | 0.485395 | 0.485367 | 0.485342 | 0.485320 | 0.485300 | 0.485283 | 0.485267 | 0.485254 | 0.485243 | 0.485233 | 0.485225 | 0.485218 | 0.485212 | 0.485208 | 0.485204 | 0.485201 | 0.485199 | 0.485197 | 0.485196 | 0.485196 | 0.485195 | 0.485195 | 0.485195 | 0.485195 | 0.485195 | 0.485195 | 0.485196 | 0.485196 | 0.485196
 | 0.503383 | 0.503383 | 0.503381 | 0.503378 | 0.503374 | 0.503369 | 0.503363 | 0.503355 | 0.503346 | 0.503335 | 0.503323 | 0.503308 | 0.503292 | 0.503273 | 0.503252 | 0.503228 | 0.503201 | 0.503171 | 0.503137 | 0.503100 | 0.503059 | 0.503014 | 0.502964 | 0.502911 | 0.502852 | 0.502788 | 0.502719 | 0.502644 | 0.502564 | 0.502478 | 0.502386 | 0.502287 | 0.502182 | 0.502071 | 0.501953 | 0.501828 | 0.501696 | 0.501557 | 0.501411 | 0.501258 | 0.501097 | 0.500930 | 0.500756 | 0.500574 | 0.500386 | 0.500191 | 0.499989 | 0.499780 | 0.499565 | 0.499343 | 0.499116 | 0.498882 | 0.498643 | 0.498398 | 0.498149 | 0.497894 | 0.497635 | 0.497371 | 0.497104 | 0.496833 | 0.496559 | 0.496282 | 0.496003 | 0.495721 | 0.495438 | 0.495153 | 0.494868 | 0.494582 | 0.494295 | 0.494009 | 0.493724 | 0.493440 | 0.493157 | 0.492876 | 0.492597 | 0.492320 | 0.492047 | 0.491776 | 0.491510 | 0.491247 | 0.490988 | 0.490733 | 0.490484 | 0.490239 | 0.490000 | 0.489765 | 0.489537 | 0.489314 | 0.489097 | 0.488887 | 0.488683 | 0.488485 | 0.488293 | 0.488108 | 0.487930 | 0.487758 | 0.487593 | 0.487435 | 0.487283 | 0.487138 | 0.486999 | 0.486867 | 0.486742 | 0.486622 | 0.486509 | 0.486402 | 0.486302 | 0.486206 | 0.486117 | 0.486033 | 0.485955 | 0.485882 | 0.485814 | 0.485751 | 0.485692 | 0.485638 | 0.485589 | 0.485543 | 0.485502 | 0.485464 | 0.485429 | 0.485398 | 0.485370 | 0.485345 | 0.485323 | 0.485303 | 0.485286 | 0.485270 | 0.485257 | 0.485246 | 0.485236 | 0.485228 | 0.485221 | 0.485215 | 0.485211 | 0.485207 | 0.485204 | 0.485202 | 0.485200 | 0.485199 | 0.485199 | 0.485198 | 0.485198 | 0.485198 | 0.485198 | 0.485198 | 0.485199 | 0.485199 | 0.485199 | 0.485199
 | 0.503401 | 0.503401 | 0.503399 | 0.503396 | 0.503392 | 0.503387 | 0.503380 | 0.503373 | 0.503363 | 0.503352 | 0.503339 | 0.503325 | 0.503308 | 0.503289 | 0.503267 | 0.503242 | 0.503215 | 0.503184 | 0.503150 | 0.503113 | 0.503071 | 0.503026 | 0.502976 | 0.502921 | 0.502862 | 0.502797 | 0.502728 | 0.502653 | 0.502572 | 0.502485 | 0.502392 | 0.502293 | 0.502188 | 0.502076 | 0.501957 | 0.501831 | 0.501699 | 0.501559 | 0.501413 | 0.501259 | 0.501099 | 0.500931 | 0.500756 | 0.500574 | 0.500385 | 0.500190 | 0.499987 | 0.499778 | 0.499563 | 0.499341 | 0.499113 | 0.498879 | 0.498640 | 0.498395 | 0.498145 | 0.497890 | 0.497631 | 0.497367 | 0.497100 | 0.496829 | 0.496555 | 0.496278 | 0.495998 | 0.495717 | 0.495433 | 0.495149 | 0.494863 | 0.494577 | 0.494291 | 0.494005 | 0.493720 | 0.493436 | 0.493153 | 0.492872 | 0.492593 | 0.492317 | 0.492044 | 0.491773 | 0.491507 | 0.491244 | 0.490985 | 0.490731 | 0.490482 | 0.490237 | 0.489998 | 0.489764 | 0.489536 | 0.489313 | 0.489097 | 0.488886 | 0.488682 | 0.488484 | 0.488293 | 0.488108 | 0.487930 | 0.487759 | 0.487594 | 0.487436 | 0.487284 | 0.487139 | 0.487001 | 0.486869 | 0.486743 | 0.486624 | 0.486511 | 0.486405 | 0.486304 | 0.486209 | 0.486120 | 0.486036 | 0.485958 | 0.485885 | 0.485817 | 0.485754 | 0.485696 | 0.485642 | 0.485592 | 0.485547 | 0.485505 | 0.485467 | 0.485433 | 0.485402 | 0.485374 | 0.485349 | 0.485327 | 0.485307 | 0.485289 | 0.485274 | 0.485261 | 0.485250 | 0.485240 | 0.485232 | 0.485225 | 0.485219 | 0.485215 | 0.485211 | 0.485208 | 0.485206 | 0.485204 | 0.485203 | 0.485203 | 0.485202 | 0.485202 | 0.485202 | 0.485202 | 0.485202 | 0.485202 | 0.485203 | 0.485203 | 0.485203
 | 0.503423 | 0.503422 | 0.503420 | 0.503417 | 0.503413 | 0.503408 | 0.503401 | 0.503393 | 0.503383 | 0.503372 | 0.503359 | 0.503344 | 0.503326 | 0.503307 | 0.503284 | 0.503259 | 0.503231 | 0.503200 | 0.503166 | 0.503128 | 0.503086 | 0.503039 | 0.502989 | 0.502934 | 0.502874 | 0.502809 | 0.502738 | 0.502663 | 0.502581 | 0.502494 | 0.502400 | 0.502300 | 0.502194 | 0.502082 | 0.501962 | 0.501836 | 0.501703 | 0.501563 | 0.501416 | 0.501261 | 0.501100 | 0.500932 | 0.500757 | 0.500574 | 0.500385 | 0.500189 | 0.499986 | 0.499776 | 0.499561 | 0.499338 | 0.499110 | 0.498876 | 0.498636 | 0.498391 | 0.498141 | 0.497886 | 0.497627 | 0.497363 | 0.497095 | 0.496824 | 0.496550 | 0.496273 | 0.495993 | 0.495712 | 0.495428 | 0.495144 | 0.494858 | 0.494572 | 0.494286 | 0.494000 | 0.493715 | 0.493431 | 0.493149 | 0.492868 | 0.492589 | 0.492313 | 0.492040 | 0.491770 | 0.491503 | 0.491241 | 0.490982 | 0.490728 | 0.490479 | 0.490235 | 0.489996 | 0.489762 | 0.489534 | 0.489312 | 0.489096 | 0.488886 | 0.488682 | 0.488484 | 0.488293 | 0.488109 | 0.487931 | 0.487759 | 0.487595 | 0.487437 | 0.487285 | 0.487141 | 0.487002 | 0.486871 | 0.486746 | 0.486627 | 0.486514 | 0.486407 | 0.486307 | 0.486212 | 0.486123 | 0.486039 | 0.485961 | 0.485888 | 0.485821 | 0.485758 | 0.485699 | 0.485646 | 0.485596 | 0.485551 | 0.485509 | 0.485471 | 0.485437 | 0.485406 | 0.485378 | 0.485353 | 0.485331 | 0.485311 | 0.485294 | 0.485279 | 0.485265 | 0.485254 | 0.485244 | 0.485236 | 0.485229 | 0.485224 | 0.485219 | 0.485215 | 0.485213 | 0.485210 | 0.485209 | 0.485208 | 0.485207 | 0.485207 | 0.485206 | 0.485206 | 0.485207 | 0.485207 | 0.485207 | 0.485207 | 0.485207 | 0.485207
 | 0.503447 | 0.503446 | 0.503444 | 0.503441 | 0.503437 | 0.503431 | 0.503425 | 0.503416 | 0.503406 | 0.503394 | 0.503381 | 0.503365 | 0.503348 | 0.503327 | 0.503305 | 0.503279 | 0.503250 | 0.503219 | 0.503184 | 0.503145 | 0.503102 | 0.503055 | 0.503004 | 0.502948 | 0.502887 | 0.502822 | 0.502750 | 0.502674 | 0.502592 | 0.502503 | 0.502409 | 0.502309 | 0.502202 | 0.502088 | 0.501968 | 0.501841 | 0.501707 | 0.501567 | 0.501419 | 0.501264 | 0.501102 | 0.500933 | 0.500757 | 0.500574 | 0.500384 | 0.500188 | 0.499984 | 0.499774 | 0.499558 | 0.499335 | 0.499107 | 0.498872 | 0.498632 | 0.498387 | 0.498136 | 0.497881 | 0.497621 | 0.497358 | 0.497090 | 0.496819 | 0.496544 | 0.496267 | 0.495987 | 0.495706 | 0.495423 | 0.495138 | 0.494853 | 0.494567 | 0.494281 | 0.493995 | 0.493710 | 0.493426 | 0.493144 | 0.492863 | 0.492585 | 0.492309 | 0.492036 | 0.491766 | 0.491500 | 0.491237 | 0.490979 | 0.490725 | 0.490476 | 0.490232 | 0.489994 | 0.489760 | 0.489533 | 0.489311 | 0.489095 | 0.488885 | 0.488681 | 0.488484 | 0.488293 | 0.488109 | 0.487931 | 0.487760 | 0.487596 | 0.487438 | 0.487287 | 0.487143 | 0.487005 | 0.486873 | 0.486748 | 0.486629 | 0.486517 | 0.486410 | 0.486310 | 0.486215 | 0.486127 | 0.486043 | 0.485965 | 0.485893 | 0.485825 | 0.485762 | 0.485704 | 0.485650 | 0.485601 | 0.485555 | 0.485514 | 0.485476 | 0.485442 | 0.485411 | 0.485383 | 0.485358 | 0.485336 | 0.485316 | 0.485299 | 0.485284 | 0.485271 | 0.485259 | 0.485250 | 0.485241 | 0.485235 | 0.485229 | 0.485224 | 0.485221 | 0.485218 | 0.485216 | 0.485214 | 0.485213 | 0.485212 | 0.485212 | 0.485212 | 0.485212 | 0.485212 | 0.485212 | 0.485212 | 0.485212 | 0.485212 | 0.485212
 | 0.503474 | 0.503474 | 0.503472 | 0.503468 | 0.503464 | 0.503458 | 0.503451 | 0.503442 | 0.503432 | 0.503420 | 0.503406 | 0.503390 | 0.503371 | 0.503351 | 0.503327 | 0.503301 | 0.503272 | 0.503240 | 0.503204 | 0.503164 | 0.503121 | 0.503073 | 0.503021 | 0.502964 | 0.502903 | 0.502836 | 0.502764 | 0.502687 | 0.502603 | 0.502514 | 0.502419 | 0.502318 | 0.502210 | 0.502096 | 0.501975 | 0.501847 | 0.501713 | 0.501571 | 0.501422 | 0.501267 | 0.501104 | 0.500935 | 0.500758 | 0.500574 | 0.500384 | 0.500187 | 0.499983 | 0.499772 | 0.499555 | 0.499332 | 0.499103 | 0.498868 | 0.498628 | 0.498382 | 0.498131 | 0.497876 | 0.497616 | 0.497352 | 0.497084 | 0.496813 | 0.496538 | 0.496261 | 0.495981 | 0.495700 | 0.495416 | 0.495132 | 0.494846 | 0.494561 | 0.494275 | 0.493989 | 0.493704 | 0.493420 | 0.493138 | 0.492858 | 0.492580 | 0.492304 | 0.492031 | 0.491762 | 0.491496 | 0.491234 | 0.490976 | 0.490722 | 0.490474 | 0.490230 | 0.489991 | 0.489758 | 0.489531 | 0.489309 | 0.489094 | 0.488884 | 0.488681 | 0.488484 | 0.488294 | 0.488110 | 0.487932 | 0.487762 | 0.487598 | 0.487440 | 0.487289 | 0.487145 | 0.487007 | 0.486876 | 0.486751 | 0.486633 | 0.486520 | 0.486414 | 0.486314 | 0.486219 | 0.486131 | 0.486048 | 0.485970 | 0.485897 | 0.485830 | 0.485767 | 0.485709 | 0.485655 | 0.485606 | 0.485561 | 0.485519 | 0.485482 | 0.485448 | 0.485417 | 0.485389 | 0.485364 | 0.485342 | 0.485322 | 0.485305 | 0.485290 | 0.485277 | 0.485265 | 0.485256 | 0.485247 | 0.485241 | 0.485235 | 0.485230 | 0.485227 | 0.485224 | 0.485222 | 0.485220 | 0.485219 | 0.485218 | 0.485218 | 0.485218 | 0.485218 | 0.485218 | 0.485218 | 0.485218 | 0.485218 | 0.485218 | 0.485218
